id_cliente,idade,renda,valor_divida,dias_atraso,numero_contatos,canal_contato,regiao,acordo_ofertado,pagamento_realizado
2425,34,15641,13011,227,5,WhatsApp,Sul,0,0
2426,42,10844,9971,375,2,Email,Centro-Oeste,1,1
2427,74,8204,45735,500,0,WhatsApp,Norte,0,0
2428,45,17396,6663,93,1,Telefone,Nordeste,1,1
2429,19,1643,16565,460,13,WhatsApp,Norte,1,1
2430,52,12181,45154,577,12,WhatsApp,Sudeste,1,0
2431,54,8867,18420,321,6,Email,Sudeste,0,1
2432,22,4728,39469,10,3,Telefone,Norte,0,0
2433,18,6082,48848,303,11,Email,Nordeste,0,0
2434,57,14647,19654,322,1,WhatsApp,Nordeste,0,1
2435,29,12897,40667,456,10,WhatsApp,Nordeste,0,0
2436,73,7531,20729,278,11,Telefone,Norte,1,1
2437,53,5743,27497,598,11,WhatsApp,Norte,1,0
2438,62,15147,21601,538,7,WhatsApp,Sul,1,1
2439,40,12996,40891,393,3,Telefone,Sudeste,1,0
2440,64,11049,10827,95,3,WhatsApp,Centro-Oeste,1,1
2441,48,16646,7687,107,1,WhatsApp,Centro-Oeste,1,1
2442,28,5685,30185,390,13,WhatsApp,Sudeste,0,0
2443,27,13986,35448,526,0,Telefone,Sul,0,0
2444,20,8828,35228,673,0,Telefone,Sudeste,1,0
2445,71,18184,38421,71,2,WhatsApp,Sul,1,1
2446,31,18607,7535,664,5,Telefone,Sul,1,1
2447,33,4510,11971,587,6,WhatsApp,Nordeste,1,1
2448,27,7055,28960,376,12,Email,Sudeste,1,0
2449,46,1567,21571,368,8,Email,Centro-Oeste,1,0
2450,27,13685,1082,51,4,Telefone,Norte,1,1
2451,29,3037,48782,143,8,WhatsApp,Norte,1,0
2452,47,18281,26689,419,7,Telefone,Sudeste,0,0
2453,58,13049,16031,548,0,Telefone,Norte,0,0
2454,18,7180,17172,500,10,Email,Sul,1,0
2455,22,10247,41247,167,11,Email,Norte,1,1
2456,37,16616,20743,260,2,Email,Sul,1,1
2457,25,4441,3560,192,7,WhatsApp,Sul,0,0
2458,60,12349,14231,202,8,Email,Centro-Oeste,1,1
2459,29,8567,12794,185,13,Telefone,Norte,0,0
2460,18,11651,21219,158,3,Email,Centro-Oeste,1,1
2461,74,19485,47542,622,13,WhatsApp,Norte,1,1
2462,71,19364,49616,99,13,WhatsApp,Sul,0,1
2463,37,16626,26825,241,13,WhatsApp,Norte,0,0
2464,45,17113,23097,491,11,WhatsApp,Centro-Oeste,0,1
2465,74,7947,2403,202,5,WhatsApp,Nordeste,0,0
2466,60,6999,15051,634,3,Email,Centro-Oeste,1,0
2467,54,7773,28251,509,12,WhatsApp,Nordeste,0,0
2468,64,2799,24778,629,14,WhatsApp,Sudeste,1,0
2469,54,8201,26153,96,8,WhatsApp,Centro-Oeste,0,0
2470,29,6494,15641,490,1,WhatsApp,Norte,0,0
2471,54,17127,2877,579,5,Email,Nordeste,1,1
2472,66,8989,34115,218,10,WhatsApp,Norte,1,1
2473,66,9769,47648,527,12,WhatsApp,Nordeste,1,0
2474,73,4331,27952,273,2,Email,Centro-Oeste,0,0
2475,61,13102,23225,219,9,Email,Centro-Oeste,0,1
2476,73,13319,10024,659,3,WhatsApp,Norte,0,0
2477,45,19416,48499,332,1,Telefone,Centro-Oeste,1,1
2478,64,3496,12198,453,10,Telefone,Norte,0,0
2479,32,13119,43839,152,7,Telefone,Sul,1,1
2480,23,18161,21675,347,9,WhatsApp,Nordeste,1,1
2481,61,4589,12814,414,7,Email,Norte,0,0
2482,37,2023,44697,527,0,WhatsApp,Nordeste,1,0
2483,67,13910,2865,431,9,WhatsApp,Sul,0,0
2484,31,17232,32517,379,5,WhatsApp,Nordeste,1,1
2485,19,9667,32626,428,0,WhatsApp,Norte,1,1
2486,26,6690,43872,84,5,Email,Centro-Oeste,0,0
2487,54,6075,44634,192,6,Telefone,Nordeste,1,0
2488,37,9227,38323,41,14,WhatsApp,Nordeste,1,1
2489,43,16878,6122,309,1,WhatsApp,Sul,0,1
2490,46,3297,31040,378,8,WhatsApp,Sudeste,1,0
2491,18,3631,41051,136,7,Email,Centro-Oeste,1,1
2492,72,16400,2449,106,8,Telefone,Norte,1,1
2493,52,18699,49896,519,14,Telefone,Sul,0,1
2494,23,12832,43300,542,9,Telefone,Norte,1,0
2495,54,8166,32412,126,12,Telefone,Norte,0,0
2496,70,18026,32661,357,3,Telefone,Nordeste,1,1
2497,22,13979,44887,400,3,WhatsApp,Sul,1,1
2498,50,2910,17008,79,11,Email,Sul,0,0
2499,66,14165,46092,389,7,Telefone,Centro-Oeste,1,1
2500,68,2034,44213,579,0,Telefone,Sudeste,1,0
2501,31,4864,2419,535,7,Email,Norte,1,0
2502,29,18916,43095,701,6,Email,Centro-Oeste,1,1
2503,59,4842,10117,74,11,Email,Centro-Oeste,0,1
2504,37,14965,10232,5,6,Email,Norte,1,1
2505,70,6000,33798,463,8,WhatsApp,Nordeste,0,0
2506,67,2672,41117,82,14,WhatsApp,Nordeste,1,1
2507,41,9507,7429,537,12,Telefone,Norte,1,1
2508,60,3141,37617,405,9,WhatsApp,Sul,1,0
2509,51,18355,14956,514,6,Email,Sudeste,0,0
2510,42,10238,44563,278,14,Telefone,Nordeste,1,1
2511,67,6226,21640,224,1,Telefone,Sudeste,1,1
2512,46,13289,18685,584,0,Email,Centro-Oeste,0,0
2513,74,12517,38424,68,0,WhatsApp,Centro-Oeste,1,1
2514,56,1863,24740,320,6,Telefone,Norte,0,0
2515,48,11858,22345,606,4,Telefone,Norte,0,0
2516,73,4809,9728,19,3,WhatsApp,Norte,0,1
2517,64,18429,22186,640,4,WhatsApp,Nordeste,0,0
2518,60,4740,12420,343,9,Email,Sudeste,1,1
2519,67,8165,7932,594,9,Telefone,Centro-Oeste,1,0
2520,40,14421,45471,343,5,Email,Sudeste,1,1
2521,61,3436,6689,97,11,Telefone,Nordeste,0,0
2522,55,15468,28539,52,14,WhatsApp,Sudeste,0,1
2523,37,12697,34410,175,9,WhatsApp,Sudeste,1,1
2524,40,13498,30726,338,5,WhatsApp,Norte,0,0
2525,62,2382,8114,694,0,Email,Sudeste,1,0
2526,69,8423,47521,353,1,WhatsApp,Sudeste,1,1
2527,33,15208,21724,391,2,Email,Sudeste,1,1
2528,67,6704,18513,115,3,Email,Sul,1,1
2529,59,8788,21946,348,5,Email,Centro-Oeste,1,0
2530,72,4703,40173,1,11,WhatsApp,Centro-Oeste,1,1
2531,25,3744,38157,63,11,Email,Sudeste,1,1
2532,67,1518,5339,226,10,WhatsApp,Norte,1,1
2533,38,18525,37225,423,12,WhatsApp,Norte,1,1
2534,18,4583,30703,19,8,WhatsApp,Norte,1,1
2535,72,10021,1057,31,11,Email,Centro-Oeste,1,1
2536,25,18749,31166,633,1,WhatsApp,Nordeste,1,0
2537,46,2273,37889,24,7,Telefone,Sudeste,1,0
2538,49,6232,48200,211,8,WhatsApp,Centro-Oeste,1,0
2539,55,8295,34107,161,1,WhatsApp,Norte,1,1
2540,22,8484,25078,255,8,WhatsApp,Centro-Oeste,1,1
2541,64,4067,9743,571,6,Email,Centro-Oeste,0,0
2542,39,17621,10096,114,8,Telefone,Centro-Oeste,1,1
2543,64,3174,7498,504,5,Email,Norte,0,0
2544,51,12375,10629,672,1,Telefone,Nordeste,1,0
2545,18,13072,1010,220,7,Email,Sul,1,0
2546,72,2239,12096,357,9,Telefone,Sudeste,1,0
2547,72,3045,13474,169,14,Telefone,Sudeste,0,0
2548,43,10827,1637,524,8,Telefone,Centro-Oeste,0,0
2549,60,6627,46968,242,11,WhatsApp,Nordeste,1,0
2550,27,10565,28397,375,7,Email,Norte,0,0
2551,47,11992,5166,139,1,Telefone,Sul,0,0
2552,67,15249,9406,97,14,Email,Sul,1,1
2553,35,10545,22318,147,7,Telefone,Centro-Oeste,1,1
2554,34,11021,43746,182,2,WhatsApp,Centro-Oeste,1,0
2555,43,10169,3154,57,2,Telefone,Norte,1,1
2556,25,12783,34258,42,8,WhatsApp,Norte,1,1
2557,64,8498,24704,711,12,Telefone,Norte,1,0
2558,57,14940,35428,543,8,Telefone,Centro-Oeste,1,0
2559,66,14197,31052,692,14,Email,Nordeste,0,0
2560,29,15233,48404,2,8,WhatsApp,Centro-Oeste,1,1
2561,44,2769,10836,288,3,WhatsApp,Centro-Oeste,1,0
2562,25,9368,47537,138,11,WhatsApp,Sul,1,1
2563,42,13873,16706,617,13,WhatsApp,Norte,0,0
2564,63,7461,35331,512,6,Email,Sudeste,1,0
2565,21,17234,44063,222,12,Email,Norte,1,1
2566,50,11161,18861,331,7,Telefone,Nordeste,1,1
2567,18,10069,41835,617,14,Email,Nordeste,1,0
2568,36,9057,9433,404,14,WhatsApp,Norte,1,1
2569,48,19564,26316,508,12,WhatsApp,Norte,0,1
2570,33,9933,16119,127,14,WhatsApp,Centro-Oeste,1,1
2571,31,17153,38187,265,12,Email,Sudeste,0,0
2572,70,10611,27443,712,4,Telefone,Centro-Oeste,1,0
2573,65,7182,27319,15,12,Telefone,Sul,1,1
2574,22,16979,12241,226,14,WhatsApp,Sul,1,1
2575,58,16547,9298,105,14,WhatsApp,Nordeste,0,1
2576,43,9584,25643,493,0,Email,Nordeste,0,1
2577,45,17953,33247,319,14,WhatsApp,Sudeste,1,1
2578,19,7700,47834,219,8,Telefone,Nordeste,0,0
2579,67,11778,34151,277,5,WhatsApp,Sul,0,0
2580,23,3507,21682,341,2,WhatsApp,Sudeste,1,0
2581,26,17302,9915,452,2,Telefone,Sul,1,0
2582,50,14829,11585,369,13,WhatsApp,Norte,1,1
2583,58,4279,15508,474,13,Telefone,Norte,1,0
2584,42,2255,22602,190,9,Telefone,Sudeste,0,0
2585,65,7995,18952,419,0,Telefone,Centro-Oeste,0,0
2586,30,11687,8620,710,12,Telefone,Nordeste,1,0
2587,26,11013,8320,495,7,Telefone,Sudeste,1,1
2588,70,18900,45169,39,1,WhatsApp,Nordeste,0,1
2589,30,8847,18670,162,11,Telefone,Sul,1,1
2590,48,15749,16759,121,0,Telefone,Centro-Oeste,1,1
2591,58,16379,22599,399,6,WhatsApp,Nordeste,1,1
2592,28,15557,10149,262,13,Email,Norte,0,1
2593,21,13557,30755,561,10,Telefone,Norte,1,1
2594,51,6438,41537,604,8,Email,Sul,1,0
2595,55,2237,12305,129,5,Email,Sudeste,0,0
2596,63,7700,43647,540,7,WhatsApp,Nordeste,0,0
2597,21,9871,9244,356,7,Telefone,Sul,0,0
2598,55,18115,46553,660,8,WhatsApp,Norte,1,1
2599,36,19801,41741,432,6,WhatsApp,Norte,1,1
2600,23,10034,32805,65,8,Email,Norte,0,0
2601,51,4123,26357,218,14,Telefone,Centro-Oeste,1,0
2602,35,10146,11179,563,8,WhatsApp,Centro-Oeste,1,0
2603,30,15043,47873,427,11,Telefone,Norte,0,0
2604,58,14317,30329,74,10,Email,Sudeste,1,1
2605,40,5997,11485,460,0,Telefone,Centro-Oeste,0,0
2606,36,9433,28787,425,5,Telefone,Nordeste,0,0
2607,62,8227,12891,711,11,Telefone,Centro-Oeste,1,0
2608,28,13656,5361,192,7,WhatsApp,Nordeste,0,1
2609,18,19449,34864,189,9,WhatsApp,Centro-Oeste,1,1
2610,41,18192,17363,12,8,Telefone,Norte,1,1
2611,71,10127,31999,239,14,WhatsApp,Nordeste,0,0
2612,24,9868,28294,593,3,Telefone,Sudeste,0,0
2613,42,18022,43423,453,12,Telefone,Centro-Oeste,1,1
2614,38,18077,8419,383,1,Telefone,Centro-Oeste,0,0
2615,32,17077,43602,48,10,WhatsApp,Norte,0,0
2616,18,14972,20782,317,8,WhatsApp,Nordeste,1,1
2617,29,2442,47896,209,8,WhatsApp,Norte,1,0
2618,24,6120,35340,547,11,Telefone,Nordeste,0,0
2619,32,17695,42755,119,7,WhatsApp,Centro-Oeste,1,1
2620,38,12654,6124,577,2,Telefone,Centro-Oeste,1,1
2621,36,7853,34206,315,4,WhatsApp,Centro-Oeste,1,0
2622,46,10645,8676,36,1,Telefone,Centro-Oeste,1,1
2623,42,10994,34029,463,13,WhatsApp,Sul,0,0
2624,50,15062,13441,554,2,Telefone,Centro-Oeste,0,0
2625,66,4380,2169,581,0,WhatsApp,Centro-Oeste,0,0
2626,49,2045,40396,403,3,WhatsApp,Nordeste,0,0
2627,66,15632,20746,107,4,Email,Centro-Oeste,1,1
2628,52,14804,45359,39,11,WhatsApp,Centro-Oeste,1,1
2629,61,3427,40576,581,1,Telefone,Nordeste,1,0
2630,55,17888,20823,180,14,Email,Centro-Oeste,1,1
2631,43,13173,34394,12,14,Telefone,Centro-Oeste,1,1
2632,28,16872,6521,339,2,Email,Norte,1,1
2633,52,4163,39705,716,11,WhatsApp,Sul,1,0
2634,25,16533,40307,548,5,WhatsApp,Nordeste,0,0
2635,63,10965,37403,126,5,WhatsApp,Norte,0,0
2636,31,4826,48379,63,14,WhatsApp,Sudeste,0,0
2637,27,5159,45232,82,6,WhatsApp,Sudeste,0,0
2638,19,19015,9211,299,11,WhatsApp,Sul,0,1
2639,63,6263,8404,34,8,Telefone,Sudeste,1,0
2640,26,12328,35551,609,3,Email,Sul,1,0
2641,20,16320,21442,49,4,WhatsApp,Sudeste,1,1
2642,38,12721,24751,658,10,WhatsApp,Sudeste,1,1
2643,43,12711,25558,637,1,WhatsApp,Norte,1,1
2644,25,15069,35745,701,5,WhatsApp,Sudeste,0,0
2645,65,6592,3593,57,3,Telefone,Sul,1,1
2646,19,7522,25418,109,4,WhatsApp,Centro-Oeste,0,1
2647,23,14069,7707,517,6,WhatsApp,Centro-Oeste,1,1
2648,45,15015,9894,24,5,Telefone,Centro-Oeste,0,1
2649,70,7659,27474,221,7,Email,Sul,1,0
2650,46,14723,28672,315,5,Telefone,Sul,1,1
2651,43,9945,32783,294,9,Telefone,Centro-Oeste,1,1
2652,42,12522,48109,10,13,WhatsApp,Sudeste,0,1
2653,29,4544,39495,677,7,WhatsApp,Centro-Oeste,1,0
2654,22,11112,13780,481,12,WhatsApp,Nordeste,1,1
2655,51,7136,36803,638,13,WhatsApp,Sul,0,0
2656,65,13093,27953,267,13,Email,Nordeste,1,0
2657,54,17679,43850,88,3,Telefone,Nordeste,1,1
2658,32,4392,3413,455,11,WhatsApp,Sul,1,0
2659,61,7312,26265,626,6,WhatsApp,Centro-Oeste,0,0
2660,53,2154,2840,533,2,WhatsApp,Norte,1,0
2661,32,18643,26679,148,0,Telefone,Nordeste,0,0
2662,60,3298,28373,431,12,WhatsApp,Centro-Oeste,0,0
2663,65,6659,38557,242,8,WhatsApp,Norte,0,0
2664,40,13118,1097,702,8,Telefone,Nordeste,0,0
2665,23,9946,29619,66,5,WhatsApp,Centro-Oeste,1,1
2666,63,5323,15525,378,14,WhatsApp,Nordeste,0,0
2667,67,17599,7645,388,1,WhatsApp,Centro-Oeste,1,0
2668,61,19760,36170,209,7,WhatsApp,Sudeste,1,1
2669,60,9287,42223,415,9,WhatsApp,Sudeste,1,1
2670,62,12696,8194,16,5,WhatsApp,Sul,0,0
2671,38,7880,5330,297,6,Telefone,Norte,1,0
2672,40,18892,24430,220,12,Telefone,Nordeste,1,1
2673,60,11202,24252,367,0,Telefone,Nordeste,0,0
2674,72,4182,43102,229,2,Email,Centro-Oeste,1,1
2675,33,2489,10989,631,14,WhatsApp,Norte,0,0
2676,64,13976,33192,440,0,Email,Nordeste,0,0
2677,70,9946,16268,690,9,WhatsApp,Norte,1,0
2678,32,6211,43632,532,0,WhatsApp,Norte,0,0
2679,42,7979,2660,450,11,WhatsApp,Sudeste,1,0
2680,53,14661,46536,36,11,WhatsApp,Nordeste,0,1
2681,28,16135,20633,422,10,Email,Nordeste,1,1
2682,68,9575,47753,620,12,WhatsApp,Sul,0,0
2683,32,2507,36190,189,0,WhatsApp,Norte,0,0
2684,21,9188,23370,178,3,WhatsApp,Centro-Oeste,1,1
2685,38,12263,24996,608,12,WhatsApp,Sudeste,1,0
2686,30,5408,37072,315,6,WhatsApp,Sul,1,0
2687,39,13457,2868,20,6,WhatsApp,Sudeste,1,1
2688,36,5879,48425,676,11,WhatsApp,Centro-Oeste,0,0
2689,51,17982,41361,382,12,Email,Sul,1,1
2690,31,2377,37200,609,4,WhatsApp,Sudeste,1,0
2691,21,17085,29703,143,11,WhatsApp,Centro-Oeste,1,1
2692,65,19752,12052,62,5,Telefone,Sul,0,1
2693,70,19272,6108,242,1,Email,Centro-Oeste,1,1
2694,69,4137,46167,238,4,WhatsApp,Sul,1,0
2695,63,8742,22985,131,6,WhatsApp,Nordeste,1,1
2696,44,10757,42560,605,13,Email,Nordeste,0,0
2697,46,10113,10362,603,8,WhatsApp,Sudeste,1,0
2698,64,4383,38799,645,5,Telefone,Norte,1,0
2699,45,2704,10912,123,11,WhatsApp,Norte,0,0
2700,52,18428,21854,440,13,Email,Centro-Oeste,1,1
2701,25,13331,6844,342,9,Email,Sul,1,1
2702,33,16964,41155,419,3,Email,Nordeste,0,0
2703,59,19107,18493,630,2,WhatsApp,Norte,0,1
2704,53,15494,29182,455,8,WhatsApp,Nordeste,0,0
2705,47,8020,49426,198,6,WhatsApp,Centro-Oeste,0,0
2706,35,2154,28915,282,10,Email,Centro-Oeste,0,0
2707,19,9912,19823,1,13,Email,Sul,0,0
2708,66,5166,18497,332,12,WhatsApp,Norte,0,0
2709,30,5777,4179,212,5,Telefone,Centro-Oeste,1,1
2710,21,7015,29989,87,6,WhatsApp,Centro-Oeste,1,1
2711,43,10705,40808,665,14,WhatsApp,Nordeste,1,0
2712,42,16698,9988,699,7,Telefone,Sudeste,1,1
2713,47,5485,40342,61,4,WhatsApp,Norte,0,0
2714,28,14635,4496,95,2,WhatsApp,Sul,1,1
2715,24,9667,6195,553,2,WhatsApp,Sul,0,0
2716,48,8948,30704,147,12,Email,Nordeste,1,1
2717,61,5181,23882,246,1,Email,Sul,0,0
2718,27,18456,14735,644,7,Email,Centro-Oeste,0,0
2719,56,11024,2866,297,0,Telefone,Norte,0,0
2720,30,6253,27967,123,11,Telefone,Sul,1,1
2721,48,8582,47432,655,7,WhatsApp,Norte,0,0
2722,24,5502,7264,694,2,Email,Sul,0,0
2723,73,7129,25860,704,8,Telefone,Sudeste,0,0
2724,66,13778,48795,456,11,Telefone,Sudeste,1,1
2725,59,9917,32423,399,13,Telefone,Norte,1,0
2726,59,3497,30675,719,11,Email,Sudeste,1,0
2727,73,10463,16792,231,10,WhatsApp,Sudeste,1,1
2728,53,17284,2114,534,1,WhatsApp,Centro-Oeste,1,1
2729,37,6024,21439,402,9,Telefone,Sul,0,0
2730,21,4907,47664,592,8,Email,Sudeste,0,0
2731,71,8231,19300,130,5,Telefone,Norte,1,1
2732,24,9295,23746,292,0,WhatsApp,Centro-Oeste,1,0
2733,71,12832,32188,276,4,WhatsApp,Sudeste,1,1
2734,18,4411,28462,376,9,Telefone,Norte,1,0
2735,61,18134,30264,55,8,Telefone,Sul,1,1
2736,73,16694,32970,578,12,Telefone,Sudeste,1,1
2737,62,6451,39001,26,5,WhatsApp,Norte,1,1
2738,59,9598,3716,441,6,Email,Norte,0,0
2739,64,17617,22572,197,3,Telefone,Nordeste,0,1
2740,30,9602,28742,642,0,Telefone,Norte,1,0
2741,72,7065,37632,243,4,WhatsApp,Nordeste,0,0
2742,39,2673,45537,190,1,WhatsApp,Sul,0,0
2743,71,10124,18361,568,7,Email,Sul,1,1
2744,38,15894,47097,567,3,WhatsApp,Centro-Oeste,1,1
2745,39,14756,5460,276,0,Telefone,Nordeste,1,1
2746,45,2335,19281,409,9,WhatsApp,Norte,1,0
2747,26,13324,41569,340,6,Telefone,Centro-Oeste,0,0
2748,43,6067,31626,153,11,WhatsApp,Centro-Oeste,1,1
2749,26,5315,42109,565,10,WhatsApp,Sul,1,0
2750,32,18130,23078,398,1,Email,Norte,1,0
2751,27,3929,40998,444,2,Telefone,Nordeste,1,0
2752,41,10682,18383,623,13,WhatsApp,Sul,0,0
2753,74,10618,30282,427,8,WhatsApp,Centro-Oeste,0,0
2754,59,13130,17479,487,14,Email,Sudeste,1,1
2755,25,4107,34246,204,12,WhatsApp,Centro-Oeste,1,1
2756,41,7430,1230,112,8,Telefone,Sudeste,0,1
2757,33,5522,556,325,1,WhatsApp,Sul,1,1
2758,66,13491,31957,258,2,Email,Nordeste,1,1
2759,43,8117,2743,528,10,Telefone,Norte,1,1
2760,44,4651,2201,350,11,Telefone,Sudeste,1,0
2761,54,7080,8803,678,8,WhatsApp,Norte,1,0
2762,21,8554,15600,435,0,Email,Sul,1,1
2763,67,9119,46266,426,1,WhatsApp,Sul,1,0
2764,41,17323,42661,280,10,Email,Sul,0,0
2765,36,14747,1447,371,1,WhatsApp,Nordeste,0,0
2766,53,6073,21005,670,9,Telefone,Sudeste,0,0
2767,56,16839,7053,249,13,WhatsApp,Norte,1,1
2768,27,4991,34025,181,2,Telefone,Centro-Oeste,1,0
2769,42,2206,15366,703,9,WhatsApp,Sul,1,0
2770,35,17228,30972,651,2,WhatsApp,Norte,0,0
2771,36,8497,44848,78,9,WhatsApp,Norte,0,0
2772,53,6733,6151,336,12,WhatsApp,Nordeste,0,0
2773,27,7255,7773,50,1,WhatsApp,Sudeste,0,0
2774,50,19218,10533,85,7,WhatsApp,Nordeste,0,1
2775,72,19731,4035,695,7,Email,Nordeste,0,0
2776,67,8351,19177,695,7,WhatsApp,Norte,0,0
2777,22,13626,17988,4,1,Telefone,Sudeste,1,1
2778,64,9365,42121,317,14,WhatsApp,Sudeste,0,0
2779,66,13618,1408,111,12,Telefone,Sudeste,1,1
2780,52,4817,5117,334,8,WhatsApp,Sul,1,1
2781,61,13712,43316,133,10,Email,Sudeste,0,1
2782,51,12847,30931,612,6,Email,Norte,1,1
2783,50,11890,23953,684,11,WhatsApp,Sul,0,0
2784,72,16363,35579,119,4,Telefone,Centro-Oeste,0,1
2785,38,18048,16520,350,6,WhatsApp,Nordeste,1,1
2786,34,8560,46853,687,7,Telefone,Sudeste,1,0
2787,39,17004,47285,542,8,WhatsApp,Centro-Oeste,1,1
2788,65,4557,49823,55,1,WhatsApp,Sudeste,1,0
2789,54,5928,45820,361,5,WhatsApp,Nordeste,1,0
2790,32,1902,27062,708,8,Telefone,Norte,0,0
2791,52,10105,24873,453,12,WhatsApp,Norte,1,0
2792,45,17261,46605,553,5,Telefone,Nordeste,1,0
2793,24,2367,30664,685,1,Telefone,Centro-Oeste,0,0
2794,49,15279,2385,330,0,WhatsApp,Sul,1,1
2795,28,16655,1549,219,11,Telefone,Sul,0,1
2796,27,9710,43771,208,2,Email,Sudeste,1,0
2797,26,1864,1661,670,10,Email,Nordeste,1,0
2798,31,16866,1315,85,4,Telefone,Nordeste,0,1
2799,30,8071,37034,685,6,Telefone,Sul,1,0
2800,74,18463,27998,245,9,Telefone,Centro-Oeste,1,1
2801,42,15517,25537,685,9,WhatsApp,Nordeste,1,1
2802,19,7968,36507,335,2,WhatsApp,Norte,0,0
2803,52,5650,14442,212,8,WhatsApp,Norte,0,0
2804,24,14565,27778,596,9,WhatsApp,Nordeste,1,1
2805,38,5637,8772,685,11,WhatsApp,Centro-Oeste,0,0
2806,35,13736,34137,183,3,Email,Norte,1,1
2807,20,18336,38794,133,9,WhatsApp,Centro-Oeste,1,1
2808,59,13653,8241,350,1,Telefone,Sul,0,1
2809,71,15333,5194,282,2,Telefone,Sudeste,0,0
2810,56,2881,30806,293,4,WhatsApp,Sul,1,0
2811,58,9654,2434,269,2,WhatsApp,Sudeste,0,0
2812,66,2967,22056,197,4,Telefone,Norte,1,0
2813,28,14939,49586,537,3,Telefone,Sudeste,0,1
2814,56,18764,19407,653,12,Email,Sudeste,0,0
2815,41,13506,6659,20,10,WhatsApp,Nordeste,1,1
2816,63,4649,48987,713,9,Email,Sudeste,1,0
2817,36,9392,29658,405,12,WhatsApp,Nordeste,1,0
2818,21,17636,20793,115,2,Telefone,Sudeste,0,1
2819,43,2668,46261,701,11,Telefone,Nordeste,1,0
2820,55,13856,47081,26,5,WhatsApp,Norte,1,1
2821,59,4629,34432,566,7,WhatsApp,Norte,1,0
2822,49,16532,33887,682,12,WhatsApp,Sudeste,1,1
2823,56,4026,41250,395,11,WhatsApp,Centro-Oeste,0,0
2824,62,12559,3566,381,3,Telefone,Norte,1,1
2825,63,5016,21756,523,8,WhatsApp,Sul,1,1
2826,53,11886,41906,539,5,Telefone,Sul,1,1
2827,57,5055,35605,83,4,WhatsApp,Nordeste,1,1
2828,54,17512,6094,550,2,Telefone,Centro-Oeste,1,1
2829,50,15657,2960,445,4,Telefone,Nordeste,0,1
2830,53,6611,7320,87,4,Telefone,Sudeste,1,1
2831,20,8252,36710,387,13,Telefone,Norte,0,0
2832,26,18329,16691,668,14,WhatsApp,Centro-Oeste,1,1
2833,25,7864,19595,398,11,Email,Nordeste,0,0
2834,50,5126,49594,286,11,WhatsApp,Nordeste,1,0
2835,23,5375,11029,698,3,WhatsApp,Sul,1,0
2836,58,6997,32675,694,11,WhatsApp,Sudeste,0,0
2837,56,17479,18175,369,5,Telefone,Nordeste,1,1
2838,21,13029,43658,655,2,Telefone,Sul,1,0
2839,30,18145,47298,422,9,Telefone,Centro-Oeste,0,1
2840,66,14882,5874,718,0,WhatsApp,Nordeste,0,0
2841,19,5525,26476,654,6,WhatsApp,Sul,0,0
2842,22,11958,13642,697,6,Email,Sudeste,0,0
2843,61,15344,12704,443,11,Telefone,Norte,1,1
2844,44,5675,7894,520,3,WhatsApp,Centro-Oeste,1,0
2845,49,10674,34093,584,8,Telefone,Nordeste,1,0
2846,38,4943,42464,288,11,WhatsApp,Sul,1,0
2847,25,12225,12152,95,1,WhatsApp,Nordeste,1,1
2848,55,2193,34240,669,14,WhatsApp,Norte,1,0
2849,25,9847,44536,41,12,WhatsApp,Nordeste,1,1
2850,67,13280,943,331,0,WhatsApp,Nordeste,0,1
2851,20,19696,24403,155,14,Email,Sul,0,1
2852,71,15341,34022,504,2,Telefone,Norte,0,0
2853,61,15754,28680,275,6,WhatsApp,Centro-Oeste,1,0
2854,20,15521,49291,666,8,Telefone,Sul,0,0
2855,39,14868,21619,565,1,Email,Norte,0,1
2856,23,7224,10863,179,5,WhatsApp,Norte,1,1
2857,19,2907,44165,137,2,Email,Nordeste,1,0
2858,40,9532,38664,180,4,Telefone,Sudeste,1,1
2859,61,16072,32041,182,11,WhatsApp,Sudeste,1,0
2860,19,19294,3965,259,8,WhatsApp,Centro-Oeste,0,1
2861,55,8894,3211,243,2,WhatsApp,Nordeste,1,1
2862,34,18435,25698,96,0,Telefone,Sudeste,0,0
2863,52,13086,22988,197,4,WhatsApp,Sul,1,1
2864,51,14426,39015,526,0,Telefone,Centro-Oeste,1,0
2865,40,2497,24108,632,7,Telefone,Nordeste,1,0
2866,47,15890,28398,387,6,WhatsApp,Sul,1,1
2867,69,7599,2419,408,14,Email,Sudeste,1,1
2868,25,15009,31671,269,10,Email,Sudeste,1,1
2869,39,6990,46741,171,1,WhatsApp,Sudeste,1,0
2870,61,7116,21099,584,13,Email,Sudeste,1,0
2871,53,17458,17465,691,10,WhatsApp,Norte,1,1
2872,22,3748,47503,170,8,WhatsApp,Centro-Oeste,1,1
2873,30,18732,48978,159,4,WhatsApp,Centro-Oeste,0,1
2874,46,12248,14934,509,6,Telefone,Sudeste,1,1
2875,48,12014,46746,447,3,Telefone,Centro-Oeste,1,1
2876,64,10195,37149,666,11,WhatsApp,Sul,1,0
2877,74,9570,2499,82,12,WhatsApp,Sul,1,1
2878,72,10394,15349,57,0,WhatsApp,Centro-Oeste,0,0
2879,33,18198,11403,519,13,Email,Sudeste,0,1
2880,59,16623,47968,112,7,Email,Nordeste,0,0
2881,47,3876,5945,48,12,Telefone,Sudeste,1,1
2882,74,5878,35896,592,0,Telefone,Norte,0,0
